customerId,firstName,lastName,dateOfBirth,annualIncome,occupation,city,segment,creditScore,relationshipManagerId
CUST-191,CustomerFirstName191,CustomerLastName191,1996-12-21,217396.71,Artist,Ahmedabad,HNWI,657,EMP-007
CUST-192,CustomerFirstName192,CustomerLastName192,1969-08-02,54124.75,Retired,Pune,HNWI,653,EMP-009
CUST-193,CustomerFirstName193,CustomerLastName193,1969-10-07,31778.62,Doctor,Hyderabad,MassRetail,752,
CUST-194,CustomerFirstName194,CustomerLastName194,2000-11-09,154142.19,Business Owner,Kolkata,HNWI,578,EMP-009
CUST-195,CustomerFirstName195,CustomerLastName195,1957-06-07,192389.57,Business Owner,Chennai,MassRetail,351,
CUST-196,CustomerFirstName196,CustomerLastName196,1965-05-11,198624.48,Engineer,Delhi,HNWI,723,EMP-017
CUST-197,CustomerFirstName197,CustomerLastName197,1956-11-04,210733.76,Teacher,Mumbai,MassAffluent,461,EMP-016
CUST-198,CustomerFirstName198,CustomerLastName198,1982-06-29,202150.83,Consultant,Hyderabad,MassAffluent,592,EMP-016
CUST-199,CustomerFirstName199,CustomerLastName199,2002-04-24,45049.0,Business Owner,Mumbai,HNWI,479,EMP-002
CUST-200,CustomerFirstName200,CustomerLastName200,1952-06-22,299208.1,Retired,Ahmedabad,MassAffluent,490,EMP-006
CUST-201,CustomerFirstName201,CustomerLastName201,1952-07-20,22594.81,Doctor,Hyderabad,HNWI,591,EMP-010
CUST-202,CustomerFirstName202,CustomerLastName202,1985-09-06,158295.48,Teacher,Ahmedabad,MassAffluent,579,EMP-018
CUST-203,CustomerFirstName203,CustomerLastName203,2005-01-15,51541.09,Teacher,Ahmedabad,MassRetail,563,
CUST-204,CustomerFirstName204,CustomerLastName204,1950-12-17,226253.01,Consultant,Chennai,HNWI,479,EMP-006
CUST-205,CustomerFirstName205,CustomerLastName205,1979-02-08,164278.58,Doctor,Pune,HNWI,397,EMP-013
CUST-206,CustomerFirstName206,CustomerLastName206,1959-07-27,153687.15,Business Owner,Mumbai,MassRetail,567,
CUST-207,CustomerFirstName207,CustomerLastName207,1980-05-26,231051.86,Artist,Kolkata,MassAffluent,311,EMP-008
CUST-208,CustomerFirstName208,CustomerLastName208,1997-02-21,86164.72,Doctor,Ahmedabad,MassAffluent,614,EMP-012
CUST-209,CustomerFirstName209,CustomerLastName209,1977-08-03,212100.61,Consultant,Delhi,MassRetail,602,
CUST-210,CustomerFirstName210,CustomerLastName210,1965-01-11,81356.01,Teacher,Ahmedabad,MassAffluent,456,EMP-020
CUST-211,CustomerFirstName211,CustomerLastName211,1975-06-05,136436.77,Student,Chennai,MassAffluent,553,EMP-020
CUST-212,CustomerFirstName212,CustomerLastName212,2003-08-01,42923.69,Student,Hyderabad,HNWI,379,EMP-020
CUST-213,CustomerFirstName213,CustomerLastName213,1954-03-16,252056.74,Business Owner,Bengaluru,HNWI,468,EMP-004
CUST-214,CustomerFirstName214,CustomerLastName214,1980-01-26,52547.21,Business Owner,Ahmedabad,MassAffluent,393,EMP-017
CUST-215,CustomerFirstName215,CustomerLastName215,2005-01-12,35578.03,Teacher,Pune,HNWI,767,EMP-015
CUST-216,CustomerFirstName216,CustomerLastName216,1988-01-10,149465.93,Consultant,Mumbai,HNWI,705,EMP-002
CUST-217,CustomerFirstName217,CustomerLastName217,2000-10-02,81012.37,Doctor,Mumbai,MassAffluent,733,EMP-001
CUST-218,CustomerFirstName218,CustomerLastName218,1986-10-29,298354.62,Doctor,Ahmedabad,MassAffluent,332,EMP-003
CUST-219,CustomerFirstName219,CustomerLastName219,1962-04-01,235312.18,Retired,Hyderabad,MassAffluent,691,EMP-014
CUST-220,CustomerFirstName220,CustomerLastName220,1975-07-25,42470.0,Teacher,Hyderabad,MassAffluent,421,EMP-013
CUST-221,CustomerFirstName221,CustomerLastName221,1986-07-24,130056.42,Teacher,Chennai,MassRetail,303,
CUST-222,CustomerFirstName222,CustomerLastName222,1970-04-21,149641.09,Retired,Pune,MassRetail,535,
CUST-223,CustomerFirstName223,CustomerLastName223,1981-05-06,116924.73,Consultant,Chennai,MassRetail,415,
CUST-224,CustomerFirstName224,CustomerLastName224,2005-01-31,204855.35,Engineer,Chennai,MassRetail,511,
CUST-225,CustomerFirstName225,CustomerLastName225,1956-11-12,186304.36,Student,Mumbai,MassRetail,550,
CUST-226,CustomerFirstName226,CustomerLastName226,1977-05-17,142909.59,Business Owner,Mumbai,HNWI,443,EMP-002
CUST-227,CustomerFirstName227,CustomerLastName227,1965-12-08,248420.15,Artist,Hyderabad,HNWI,542,EMP-010
CUST-228,CustomerFirstName228,CustomerLastName228,1994-12-05,165950.3,Retired,Kolkata,MassAffluent,581,EMP-005
CUST-229,CustomerFirstName229,CustomerLastName229,1987-11-20,285585.67,Teacher,Pune,MassRetail,807,
CUST-230,CustomerFirstName230,CustomerLastName230,1973-06-09,283644.19,Retired,Hyderabad,MassRetail,726,
CUST-231,CustomerFirstName231,CustomerLastName231,1970-05-29,125408.85,Student,Chennai,MassAffluent,530,EMP-005
CUST-232,CustomerFirstName232,CustomerLastName232,2004-10-31,149647.04,Engineer,Pune,MassAffluent,726,EMP-005
